object_id,province_code,road,pk_start_km,pk_end_km,aadt_total,aadt_heavy,aadt_light,aadt_motorcycles,aadt_cars,aadt_cars_caravan,aadt_vans,aadt_tractors,aadt_rigid_trucks,aadt_articulated_trucks,aadt_road_trains,aadt_special_vehicles,aadt_buses,speed_avg_kph,speed_light_kph,speed_heavy_kph,aadt_pct_ascending,aadt_pct_descending,year,shape_length_m
1871,29,A-7S,948.9,953.6,34986,2496,32490,682,30387,98,1323,0,1150,1100,41,3,202,,,,46.9016177899731,53.0983822100269,2022,4718.07291558731
1872,27,N-120,512.2,521.271,3060,408,2652,12,2455,8,177,0,106,277,9,0,16,89.9,90.7,84.3,,,2022,9060.524821810373
1873,5,AP-6,88.03,92.28,15450,1820,13630,52,12459,46,1073,0,330,1240,58,8,184,,,,50,50,2022,4223.687861455564
1874,6,BA-20,6,7,25309,968,24341,536,22432,103,1270,0,600,113,3,1,251,53.6,53.7,48.5,51.4955154292939,48.5044845707061,2022,938.872170388369
1875,26,N-120,17.8,21.6,1224,126,1098,51,916,22,106,3,11,87,5,1,22,68.3,69,61.6,,,2022,3907.5157839323424
1876,27,A-6,510.1,516.4,18277,2984,15293,0,15283,0,10,0,2962,20,2,0,0,115.6,119.9,93.2,50.1723477594791,49.8276522405209,2022,6331.489419510599
1877,10,A-66,425,426.8,12253,2477,9776,227,8387,126,1036,0,389,1897,147,13,31,99.7,108.6,67,58.108218395495,41.891781604505,2022,1518.4276485631808
1878,30,AP-7N,809.6,811.8,14809,831,13978,42,12130,104,1702,0,378,411,12,0,30,,,,50.0033763252076,49.9966236747924,2022,2218.092932621131
1879,8,B-10,18.2,19.6,78508,6060,72448,3693,65466,0,3289,0,2904,2566,105,13,472,80.2,80.9,73.6,54.0518163754012,45.9481836245988,2022,1401.994798740205
1880,19,N-211,30.9,33.8,2033,365,1668,90,1437,5,136,0,38,298,2,10,17,85.8,88.1,75.1,,,2022,2911.5583441722133
1881,24,N-630,98.3,99.1,2109,264,1845,0,1569,23,253,0,36,220,4,0,4,,,,,,2022,805.4567077097398
1882,10,N-5A,259.134,260.95,1721,54,1667,31,1538,1,97,0,16,34,2,0,2,,,,,,2022,1076.7472541454565
1883,11,A-48,19.2,29.7,17491,816,16675,342,15440,115,778,0,325,378,17,2,94,116.5,117.5,98,49.8370590589446,50.1629409410554,2022,10512.430103401237
1884,22,N-330A,585.87,590.5,240,48,192,11,170,1,8,2,20,26,0,0,2,,,,,,2022,5339.569329344846
1885,16,N-3,199.4,200.2,2542,988,1554,65,1333,21,127,8,73,857,27,4,27,,,,,,2022,938.3296938495135
1886,6,N-630,681.5,684.2,826,60,766,49,665,2,50,0,36,14,1,0,9,,,,,,2022,2696.5194879985092
1887,21,N-442,10.514,17.87,4924,539,4385,81,3915,23,366,0,148,334,12,1,44,,,,,,2022,7253.835555312598
1888,4,A-7S,747.6,750,21060,2955,18105,243,16609,119,1134,0,1270,1484,57,5,139,,,,49.0978157644824,50.9021842355176,2022,2383.5330430545932
1889,10,N-630,488.1,489.5,4454,413,4041,33,3829,5,174,0,223,165,0,0,25,78.1,78.8,70.5,,,2022,1448.5122929331596
1890,16,A-3,177.2,185.8,19368,5635,13733,240,12569,85,839,0,443,4780,241,50,121,112.7,123.7,91.7,52.3957042544403,47.6042957455597,2022,8690.368675366517
1891,12,N-340,1037.4,1039.7,6828,497,6331,308,5368,47,608,0,82,395,14,0,6,86.8,87.1,83.6,,,2022,2246.11644114102
1892,15,N-655,10.371,14.89,529,185,344,0,259,0,85,0,18,167,0,0,0,90.8,95,81.1,,,2022,4421.582208669173
1893,2,N-430,511.6,512.43,2877,235,2642,41,2416,20,154,11,69,141,5,1,19,74.9,75.3,70.6,,,2022,560.3000715640543
1894,19,R-2,59.7,62,3078,552,2526,12,2262,10,242,0,227,286,8,2,29,,,,50.0324886289799,49.9675113710201,2022,1791.5370046715118
1895,24,N-6,348.5,349.4,473,47,426,14,365,5,42,0,19,21,1,0,6,,,,,,2022,877.0151884205517
1896,22,N-330A,643.21,645.69,4909,317,4592,441,3745,0,375,31,112,152,0,0,53,,,,,,2022,2130.8833372014537
1897,6,N-432,19.5,22.8,5585,726,4859,38,4454,31,331,5,295,343,38,7,43,,,,,,2022,3434.5133168168636
1898,14,N-432,191.1,198.9,5067,532,4535,85,4257,14,179,0,122,346,19,0,45,77.8,78,75.6,,,2022,8189.47681409652
1899,16,A-40,223.3,227.2,4975,1301,3674,33,3328,5,308,0,162,1093,34,2,10,,,,48.4020100502513,51.5979899497487,2022,4772.281373331641
1900,6,A-5,405.4,406.932,9575,2600,6975,101,6409,24,441,0,319,2072,80,10,119,103.9,109.8,91,41.3054830287206,58.6945169712794,2022,1541.073712206138
1901,18,N-432,403.5,406.2,7324,1099,6225,112,5656,5,446,6,483,498,26,2,90,81.6,81.7,80.8,,,2022,2705.0546842292006
1902,22,N-123,0,3.078,6351,468,5883,117,5500,28,224,14,175,246,4,2,41,,,,,,2022,3290.3445264842753
1903,24,N-6,368.1,368.3,7455,328,7127,231,6340,76,480,0,175,75,0,3,75,,,,,,2022,207.61397186452544
1904,5,N-403,140.6,146.523,4307,341,3966,85,3416,32,433,0,100,203,8,1,29,90.8,91.6,82.3,,,2022,6295.369070706178
1905,11,N-340,10.29,15.43,4537,191,4346,73,3990,5,278,0,82,99,2,0,8,,,,,,2022,5808.172768117825
1906,9,A-1,140.82,143.4,17442,3854,13588,152,12584,76,776,0,528,2863,151,28,284,118.1,128.4,96,50.3669303978902,49.6330696021098,2022,2419.6412298270548
1907,3,A-7,529.5,535,48076,8074,40002,421,33852,373,5356,0,2876,4646,276,5,271,111,114.9,92,49.5236708544804,50.4763291455196,2022,5414.13450714136
1908,10,A-66,454.7,462.9,12780,2558,10222,48,9653,116,405,0,461,1898,149,0,50,117.2,123.8,92.9,49.358372456964,50.641627543036,2022,7689.498102619904
1909,14,CO-32,0.8,3.4,12501,599,11902,216,11012,8,666,0,340,219,6,0,34,105.3,106.1,90,54.6276297896168,45.3723702103832,2022,2466.5647974044327
1910,24,N-6,279.6,281.7,675,50,625,0,577,5,43,0,23,22,0,0,5,,,,,,2022,2119.994989370391
1911,17,N-2A,0,2.2,12098,495,11603,266,10817,3,517,0,258,167,17,0,53,,,,,,2022,2270.9610546451154
1912,3,A-7,429.45,431.3,17493,1972,15521,323,13584,38,1576,0,761,1114,58,0,39,108.4,110.8,89.3,50.4830503630023,49.5169496369977,2022,1466.333040507866
1913,14,N-432,346,346.2,3826,516,3310,155,2534,42,557,22,177,219,10,2,108,,,,,,2022,196.41763502177082
1914,15,N-6,552.2,555.5,1046,111,935,41,739,16,139,0,68,33,2,0,8,,,,,,2022,3285.5173920701086
1915,19,N-211,33.8,43,2398,538,1860,45,1713,5,93,4,86,421,6,7,18,,,,,,2022,9226.670773781416
1916,22,N-2A,409.8,411.21,264,166,98,8,83,1,6,0,11,144,9,1,1,,,,,,2022,1539.756481105585
1917,15,N-550,36.5,36.9,6801,578,6223,122,5060,48,993,0,317,204,10,2,45,41.7,41.9,39.7,,,2022,446.7502340458686
1918,22,N-240,175.6,180.4,208,12,196,4,183,1,8,0,5,5,0,0,2,,,,,,2022,4878.092878335437
1919,27,A-8,563,569.5,8134,1297,6837,233,6095,18,491,0,785,450,44,0,18,115.4,120,93.1,49.8524711089255,50.1475288910745,2022,6457.796813055072
1920,9,N-1,249.5,253.5,2530,682,1848,67,1555,25,200,1,95,547,30,5,5,90.9,92.9,84.9,,,2022,4003.342619077093
1921,21,A-49,77.7,81,13012,1787,11225,69,10322,56,778,0,595,1077,23,2,90,112,115.4,92.1,54.3498309252997,45.6501690747003,2022,3265.864888732746
1922,15,AC-14,3.4,7.2,29578,1504,28074,299,25112,70,2593,0,848,558,19,2,77,102,102.6,91.2,48.7828791669484,51.2171208330516,2022,4148.716887757733
1923,12,N-340A,981,981.3,9138,243,8895,165,8030,22,676,2,133,72,3,1,34,74.4,74.6,67.8,,,2022,998.897591812173
1924,24,N-120,430.7,434.5,6163,995,5168,37,4661,49,419,2,393,552,13,7,30,84.5,85,80.9,,,2022,3822.1010569888745
1925,9,N-234,443.1,443.2,3759,611,3148,61,2531,0,554,2,163,412,23,3,10,92.8,95,83.3,,,2022,93.25568842579727
1926,24,N-630,110.6,112.7,4489,304,4185,78,3637,42,428,0,66,203,6,1,28,,,,,,2022,2128.1085370885357
1927,5,N-403,127.5,130.53,3431,268,3163,57,2731,26,343,6,78,161,6,1,22,,,,,,2022,2439.314744082397
1928,3,N-344,120.9,124.53,10001,3501,6500,84,5375,84,957,0,1008,2271,190,3,29,,,,,,2022,3792.7936235543953
1929,13,N-310,105.3,111,75,9,66,1,55,0,10,0,4,4,0,0,1,,,,,,2022,5767.217175819459
1930,17,N-260,191.1,193.84,3871,304,3567,392,2973,20,179,3,153,102,3,0,46,,,,,,2022,2593.264481234033
1931,25,N-2,503.39,504,4886,208,4678,494,3907,0,277,0,35,35,0,0,138,,,,,,2022,605.7028652375884
1932,23,N-322,149.8,152.6,9500,650,8850,146,7529,60,1108,7,283,301,19,2,45,,,,,,2022,2615.3652962798355
1933,14,N-432A,333.6,334.1,1497,133,1364,63,1080,30,177,14,63,33,3,0,34,68.6,69,64.2,,,2022,471.89245323142455
1934,13,A-43,0,4,13951,1491,12460,61,11534,24,841,0,533,872,52,3,31,,,,67.2711633574654,32.7288366425346,2022,3432.638619883633
1935,21,N-431,127.4,127.7,8899,384,8515,71,7980,45,415,4,297,25,0,0,62,76.7,76.8,73.5,,,2022,310.75307086114856
1936,3,A-7,505.99,512,2535,166,2369,14,2147,10,198,0,66,88,2,0,10,,,,49.9802761341223,50.0197238658777,2022,6123.453631567757
1937,19,N-2,127.5,129.13,92,25,67,0,58,1,7,1,7,14,1,1,2,,,,,,2022,1814.5795128140646
1938,25,N-230,169,178.1,5096,518,4578,462,3807,42,267,0,123,330,14,2,49,70.4,71.1,66.9,,,2022,9005.164749270978
1939,15,AP-9,7.814,12.1,34807,1884,32923,138,29881,144,2760,0,778,978,28,4,96,,,,49.9985635073405,50.0014364926595,2022,4290.802177289177
1940,9,A-73,62.05,63,3191,699,2492,49,2338,0,105,0,65,598,30,0,6,123.1,131.5,96.6,54.3403321842683,45.6596678157317,2022,0
1941,15,N-525,321.31,321.9,5629,505,5124,52,4346,39,686,1,247,208,19,1,30,,,,,,2022,546.8862676517471
1942,6,N-432,70.6,72,5897,596,5301,37,4870,30,362,2,221,311,15,2,47,,,,,,2022,1569.347692731508
1943,26,AP-68,118.1,126.9,12593,3145,9448,50,8448,42,908,0,1298,1632,46,6,163,,,,49.9960295402208,50.0039704597792,2022,8777.642487086434
1944,26,A-12,117.5,119.9,7418,1512,5906,25,5252,21,608,0,350,1046,64,2,50,,,,,,2022,2451.7590195174744
1945,16,N-420,382.5,384,1595,183,1412,11,1202,2,185,12,80,93,2,0,8,,,,,,2022,1494.6550487281131
1946,22,N-230,89,100.8,2804,389,2415,93,2186,14,119,3,73,279,12,0,25,,,,,,2022,11677.120697062823
1947,14,N-502A,385.033,391.438,48,7,41,1,33,0,7,0,2,3,0,0,2,,,,,,2022,6219.186240048867
1948,13,A-41,177.3,180,10488,1126,9362,169,8386,28,779,0,378,692,10,4,42,114.8,117.4,93,50.6960335621663,49.3039664378337,2022,2713.7031689351747
1949,2,N-322,298.5,301.1,2069,253,1816,75,1470,15,253,3,98,135,4,6,10,,,,,,2022,2558.0589133872877
1950,17,N-2A,722,722.2,5997,240,5757,126,4782,11,827,11,29,138,6,2,65,,,,,,2022,200.21994104573875
1951,22,A-22,93.6,94.267,10122,1500,8622,207,8020,59,336,0,349,1072,46,6,27,116.6,120.6,93.8,50.25686623197,49.74313376803,2022,621.2053465072444
1952,11,N-340,67.65,70.25,10857,424,10433,203,9760,16,453,1,125,255,9,2,33,,,,,,2022,2572.7712961122775
1953,23,A-4,288.1,291.5,30613,8163,22450,466,20285,27,1672,0,1918,5604,307,24,310,104.8,109.9,91.1,53.5687453042825,46.4312546957175,2022,3133.820156046601
1954,16,N-320,147.9,148.2,2786,218,2568,26,2348,3,188,3,69,133,6,1,9,,,,,,2022,299.3860490108421
1955,18,A-44,83.6,88.5,22693,3521,19172,205,17855,27,1085,0,1013,2181,92,8,227,114.9,120.9,93.2,49.8611906755387,50.1388093244613,2022,4916.232647059723
1956,14,N-432,315.2,315.4,3809,268,3541,67,2933,48,467,26,103,127,6,1,31,,,,,,2022,198.6049538330267
1957,2,N-301,322.7,327.78,137,8,129,3,119,0,7,0,5,2,0,0,1,,,,,,2022,5038.881228227004
1958,12,N-234,24.95,25.53,121,35,86,3,76,0,7,0,4,29,1,0,1,,,,,,2022,447.1841579677937
1959,22,A-23,355.6,356.9,18090,1755,16335,71,15573,92,599,0,435,1159,46,10,105,116.4,119,92.7,50.6191265892758,49.3808734107242,2022,1297.0172938541314
1960,13,N-430,285.7,289.2,4370,795,3575,99,3079,13,374,10,181,579,20,3,12,41,41.6,38.5,,,2022,3478.841832319675
1961,3,A-7,448.4,452.9,19123,2077,17046,299,14869,149,1729,0,1043,900,95,1,38,106.3,109,88.8,52.1361711028604,47.8638288971396,2022,4439.181275000452
1962,22,A-23,351.5,355.6,18090,1755,16335,71,15573,92,599,0,435,1159,46,10,105,116.4,119,92.7,50.6191265892758,49.3808734107242,2022,4067.4198084021323
1963,43,AP-7N,308.4,318.8,36227,10839,25388,158,22681,110,2439,0,4471,5620,164,25,559,109.4,117.5,91.2,49.5431584177547,50.4568415822453,2022,10395.21312159202
1964,14,CO-32,3.4,6.5,12135,651,11484,163,10679,20,622,0,258,320,11,0,62,104.4,105.3,87.7,55.5912649361351,44.4087350638649,2022,3138.8898558571022
1965,18,N-432,413.1,418.8,7324,1099,6225,112,5656,5,446,6,483,498,26,2,90,81.6,81.7,80.8,,,2022,5273.42591764373
1966,22,N-240,202.2,204.5,12852,1618,11234,161,10363,64,637,9,425,1078,38,4,73,41.3,41.9,36.9,,,2022,2336.9593737971913
1967,11,N-4,619.3,627.87,5621,809,4812,216,4245,33,317,1,145,619,25,5,15,66.1,66.8,62.7,,,2022,9278.055898505505
1968,14,N-502,364.8,374.5,2735,317,2418,62,2254,4,93,5,112,171,19,0,15,75,75.8,68.8,,,2022,9760.068423063876
1969,25,N-260,196.7,199.3,5940,418,5522,499,4632,39,343,9,201,154,10,0,53,41.3,41.6,38.3,,,2022,2585.0123944799725
1970,8,A-2,592.2,593.8,110987,8696,102291,2854,94378,11,5048,0,3543,4357,316,25,455,102.4,103.7,90.3,48.0867128582627,51.9132871417373,2022,1606.7392211834326
1971,23,A-4,251.7,257.2,26968,7507,19461,314,17838,161,1148,0,1394,5361,316,36,400,104.2,110.9,90.2,49.8887570453871,50.1112429546129,2022,3782.2546827225133
1972,3,N-340,805.8,807.2,4932,315,4617,203,3834,16,563,1,197,83,10,0,25,,,,,,2022,1678.8413295525277
1973,9,N-622,77,78.9,499,90,409,40,297,11,61,0,28,46,4,1,11,,,,,,2022,1842.5376697171323
1974,27,A-6,493.4,497,15121,2736,12385,0,12374,1,10,0,2715,20,1,0,0,111.3,116.5,91,51.431783612195,48.568216387805,2022,3647.9204736727393
1975,24,N-120,338.2,340.2,7587,1130,6457,76,5631,33,704,13,369,679,21,13,48,89.8,90.7,84.3,,,2022,1919.4454407182855
1976,16,N-301,142,150.4,3632,1371,2261,18,1877,0,366,0,233,1049,55,4,30,91.7,96.4,83,,,2022,8626.241436786539
1977,21,N-433,100.7,103.4,3550,999,2551,67,2238,12,234,0,515,382,16,2,84,,,,,,2022,2706.453229960526
1978,3,A-31,193.2,194.3,39370,7444,31926,113,29739,149,1925,0,1793,4799,330,4,518,114.6,118.9,95.9,48.8620777241554,51.1379222758446,2022,1118.9039228213023
1979,19,R-2,54.1,59.7,3078,552,2526,12,2262,10,242,0,227,286,8,2,29,,,,50.0324886289799,49.9675113710201,2022,5573.772702868579
1980,12,N-234,47.1,47.8,1685,480,1205,0,1064,14,126,1,186,278,5,0,11,,,,,,2022,636.3304526305569
1981,9,A-1,158.5,163.1,16896,3960,12936,332,11660,113,831,0,577,2902,173,37,271,117.5,129.2,95.2,48.6624053030303,51.3375946969697,2022,5066.09066337282
1982,12,N-232A,71.562,72.8,61,8,53,6,43,0,4,0,2,6,0,0,0,,,,,,2022,1352.6993435455965
1983,19,N-320,306.6,309.9,8976,651,8325,144,7531,1,647,2,235,344,12,2,58,,,,,,2022,3278.0680111464853
1984,24,A-6,398.9,400.3,10599,2578,8021,87,7430,61,443,0,381,1986,81,30,100,,,,43.7022360600057,56.2977639399943,2022,1443.53691368189
1985,16,N-320,140.002,144.1,3493,579,2914,29,2667,0,215,3,182,366,0,2,29,,,,,,2022,3832.236752157827
1986,15,N-651,26,27,10220,335,9885,261,8435,31,1158,0,225,22,2,0,86,53.1,53.2,52.5,,,2022,985.5258756008039
1987,24,N-630,168.8,177.4,1390,330,1060,27,907,7,119,0,100,198,11,0,21,93.3,95.3,86.8,,,2022,8619.369832959012
1988,10,A-66,445.4,448.3,11389,2552,8837,191,8120,179,347,0,364,2116,6,6,60,113.5,121.1,92.8,49.1351303889718,50.8648696110282,2022,2734.7370637457393
1989,23,N-432,354.8,356.2,4945,521,4424,130,4053,7,212,22,404,50,0,2,65,,,,,,2022,1235.7763546074193
1990,30,AP-7N,775.2,778,31981,3222,28759,188,25447,202,2922,0,1458,1592,54,0,118,,,,49.9984365717145,50.0015634282855,2022,2847.8481669426988
1991,4,A-7S,735.3,742.3,17921,3022,14899,223,13423,149,1104,0,1313,1514,58,6,131,,,,50.2985324479661,49.7014675520339,2022,6946.022295649681
1992,10,N-5,196,198.9,2277,192,2085,13,1832,31,203,6,45,137,4,1,5,,,,,,2022,2913.6518811972946
1993,19,N-211,50.4,55.9,2398,538,1860,45,1713,5,93,4,86,421,6,7,18,,,,,,2022,5531.197627770636
1994,9,BU-30,20.2,23.4,16786,4312,12474,273,11111,36,1054,0,1600,2274,173,13,252,78.2,78.5,75.9,58.0185869176695,41.9814130823305,2022,3212.439765614923
1995,18,N-340,334.4,338.666,9568,310,9258,510,7605,22,1115,6,252,24,1,0,33,69.5,69.6,67.8,,,2022,4250.11618065768
1996,12,N-340,972.4,974.1,22553,1311,21242,225,19771,35,1211,0,372,848,30,4,57,87.1,87.5,81.7,,,2022,1339.9586900547558
1997,12,A-7,286.3,288.4,30011,5005,25006,528,22128,97,2253,0,1017,3738,172,12,66,102.8,106.4,84,51.4577988071041,48.5422011928959,2022,2078.2889253341455
1998,9,N-1,154.8,155.2,5051,1130,3921,66,3590,19,246,0,275,746,41,0,68,,,,,,2022,396.1447391307578
1999,12,A-7,283.5,285.7,30758,5848,24910,296,22390,111,2113,0,1595,4029,138,23,63,106.6,110.2,90.5,49.5708433578256,50.4291566421744,2022,2189.117962148276
2000,5,N-110,304.3,306.8,3516,253,3263,53,2884,30,296,0,100,109,8,1,35,88.2,88.7,81.8,,,2022,2488.6243810816354
2001,5,N-110,336.4,339.2,3066,209,2857,91,2443,31,291,1,128,36,2,2,41,,,,,,2022,2793.6969519420845
2002,17,N-2,766.7,767.4,8343,690,7653,411,6432,143,667,0,455,190,16,2,27,69.6,70,66.8,,,2022,704.9081039302695
2003,5,N-110,297.6,301.1,3516,253,3263,53,2884,30,296,0,100,109,8,1,35,88.2,88.7,81.8,,,2022,3484.2101418432426
2004,10,N-110,368.4,380.7,4121,177,3944,61,3708,23,152,0,123,37,0,4,13,,,,,,2022,12216.91493521237
2005,9,A-73R,0,0.455,3691,1153,2538,62,2197,25,254,0,320,757,42,4,30,,,,67.4342996477919,32.5657003522081,2022,528.025263550621
2006,24,N-601,305,308.4,1610,95,1515,39,1295,17,164,0,32,52,4,0,7,,,,,,2022,3482.8940853458353
2007,9,N-234,429.1,434,2734,454,2280,54,1944,12,266,4,121,306,17,2,8,,,,,,2022,4842.276206906337
2008,10,N-630,508.2,509.7,659,62,597,59,509,2,27,0,38,18,2,2,2,,,,,,2022,1495.197843112089
2009,13,A-4,180.7,186.6,28094,7244,20850,333,18408,146,1963,0,1297,5239,338,19,351,113.1,120.1,93.5,50.4734106926746,49.5265893073254,2022,5911.835364735141
2010,16,N-420,400.9,407.7,4189,337,3852,52,3469,4,325,2,140,178,4,1,14,90.1,90.7,82,,,2022,6775.615450960219
2011,5,N-110,258.65,260.5,8279,455,7824,188,6881,62,690,3,239,158,15,2,41,74.7,75,70.4,,,2022,1798.2709063984532
2012,13,N-430,245,279,3481,709,2772,77,2386,10,291,8,161,517,17,3,11,,,,,,2022,32707.26684288852
2013,6,N-630,698.72,701.6,1477,106,1371,44,1226,21,79,1,65,25,2,0,14,93.4,94.1,83.2,,,2022,3053.568733316483
2014,16,N-420,363.4,374.6,690,79,611,25,527,12,46,1,24,49,2,0,4,,,,,,2022,11159.804746687183
2015,24,LE-20,147,148.5,31702,1326,30376,480,27485,114,2297,0,602,498,88,2,136,65.3,65.7,56.7,50.5267806447543,49.4732193552457,2022,1563.6813397052563
2016,6,N-432,22.8,25,5585,726,4859,38,4454,31,331,5,295,343,38,7,43,,,,,,2022,2290.4580775413415
2017,13,N-420,133.2,139.5,2249,311,1938,71,1690,9,157,11,87,212,3,0,9,,,,,,2022,6165.735506174917
2018,5,AV-20,6,6.5,5643,465,5178,65,4646,37,430,0,120,278,9,1,57,,,,49.4949494949495,50.5050505050505,2022,540.6237717254178
2019,9,A-1,171,176.1,20473,3897,16576,247,14826,162,1341,0,681,2822,174,33,187,117.2,123.9,90.7,49.3723440629121,50.6276559370879,2022,5154.239360261377
2020,17,N-2,747.7,747.8,5775,327,5448,197,4467,94,684,6,270,37,2,3,15,84.1,84.4,78.8,,,2022,102.8873407325858
2021,23,A-44,2.4,12.1,20789,3400,17389,273,15813,61,1242,0,839,2298,130,18,115,114.5,120.7,93.1,50.983693299341,49.016306700659,2022,9669.827224414425
2022,16,N-3,211.6,219.3,2322,901,1421,20,1230,0,154,17,167,703,19,3,9,,,,,,2022,7590.79260439731
2023,6,N-432A,155.2,156.27,1627,172,1455,67,1153,32,189,14,82,42,4,0,44,,,,,,2022,1113.4289727214036
2024,10,N-630,554.6,556.5,12654,559,12095,294,11220,36,545,0,297,182,13,1,66,64.4,64.7,57.3,50.4504504504505,49.5495495495495,2022,1900.193610542472
2025,4,A-7S,826.6,829.3,28787,3309,25478,272,22882,0,2324,0,1034,1952,89,0,234,106.9,108.8,92.9,50.5436481745232,49.4563518254768,2022,2705.686591304055
2026,12,N-340,957,958.5,18604,2282,16322,178,14697,92,1345,10,562,1639,51,6,24,88.2,87.7,87.7,,,2022,2139.0098036977556
2027,4,A-7S,773.5,777.7,28222,4421,23801,259,21359,0,2183,0,1409,2653,121,0,238,,,,50.8114237119977,49.1885762880023,2022,3762.762385200994
2028,25,A-2,516.7,518.6,25988,7154,18834,359,16430,96,1949,0,928,5685,379,35,127,109.4,116.2,91.7,50.3463136832384,49.6536863167616,2022,2323.2914350692454
2029,24,A-6,318.4,323.2,8293,1885,6408,115,5678,33,582,0,329,1434,38,9,75,117.9,121.6,98.6,52.212709514048,47.787290485952,2022,4796.166320250849
2030,9,A-11,105.4,111.5,4205,1497,2708,119,2277,12,300,0,108,1331,42,4,12,94.3,97.9,87.5,44.8038049940547,55.1961950059453,2022,5886.779220544553
2031,10,N-630,470.7,474.5,5574,527,5047,39,4686,6,316,0,284,211,0,0,32,,,,,,2022,2593.0530222141183
2032,22,N-240,196.5,197.8,1050,112,938,21,872,3,40,2,52,48,2,0,10,,,,,,2022,1321.2194174636104
2033,22,N-230,81.5,88,3241,550,2691,74,2496,15,104,2,121,388,10,1,30,84.9,87,75.7,,,2022,6432.235680777414
2034,6,N-630,730.4,738.4,109,21,88,4,73,2,9,0,6,14,0,0,1,,,,,,2022,8121.68230870035
2035,15,N-655,4.7,10.371,986,34,952,18,819,3,112,0,23,2,0,0,9,,,,,,2022,5707.830388397341
2036,15,SC-11,1.2,2.27,22445,505,21940,184,20262,36,1458,0,501,4,0,0,0,56.8,57,47.6,47.297839162397,52.702160837603,2022,1041.7543447886046
2037,19,N-320,291.2,293.5,12392,2217,10175,185,9110,4,874,2,800,1371,25,1,20,83.2,84.3,77.1,,,2022,2260.55004934667
2038,26,N-232,438.6,442.3,5536,478,5058,145,4118,26,750,19,80,360,18,4,16,,,,,,2022,3724.2753554386195
2039,10,A-58,15,21,5849,311,5538,63,5192,17,266,0,151,120,8,1,31,119.5,120.8,99.5,50.5556505385536,49.4443494614464,2022,5999.141060233862
2040,3,A-7,443.6,448.4,19123,2077,17046,299,14869,149,1729,0,1043,900,95,1,38,106.3,109,88.8,52.1361711028604,47.8638288971396,2022,4810.803929893263
2041,9,N-1,170.5,171.2,425,94,331,19,281,7,23,1,24,60,2,0,8,,,,,,2022,731.1340799652797
2042,13,N-430A,394.6,396.87,504,41,463,4,409,0,45,5,16,22,0,0,3,,,,,,2022,2354.526583993796
2043,29,A-7S,940.4,948.9,30560,3155,27405,600,25612,82,1111,0,1608,1297,57,4,189,,,,49.7513089005236,50.2486910994764,2022,8469.845157387077
2044,22,N-230,56.6,61.8,4047,547,3500,95,3270,7,122,6,148,362,8,0,29,94.1,95.7,84,,,2022,5145.780004346464
2045,27,A-6,468.5,478.5,11097,2540,8557,0,7872,79,606,0,458,1959,73,0,50,113.4,120,92.2,51.3472109579166,48.6527890420834,2022,10031.40962386438
2046,14,N-432A,238.8,241.9,40,0,40,0,38,0,2,0,0,0,0,0,0,,,,,,2022,1625.3756830788484
2047,23,A-4,282.7,288.1,30353,8393,21960,477,19921,25,1537,0,1768,5950,316,25,334,107.8,115.8,96.1,49.4514545514447,50.5485454485553,2022,5097.607258959663
2048,9,N-122,294.3,296.51,5222,1845,3377,93,2946,21,308,9,297,1474,38,4,32,94.2,98.8,87.9,,,2022,2219.17032487924
2049,15,N-550,48,49,20396,1689,18707,128,16068,96,2406,9,752,740,77,0,120,50.4,50.5,48.6,,,2022,1004.3716158341937
2050,30,AP-7N,865.5,877.6,2938,613,2325,8,2019,16,282,0,277,304,10,0,22,,,,50,50,2022,12094.564001340625
2051,23,N-432,356.2,361.4,4524,476,4048,119,3706,7,195,21,370,43,0,2,61,,,,,,2022,4568.476491268693
2052,6,BA-20,7,7.69,25309,968,24341,536,22432,103,1270,0,600,113,3,1,251,53.6,53.7,48.5,51.4955154292939,48.5044845707061,2022,703.8114115783013
2053,12,AP-7N,433.4,444.3,37509,10527,26982,104,23397,199,3282,0,4765,5203,176,0,383,109.1,116.7,90.5,49.8920259137807,50.1079740862193,2022,10934.777827806067
2054,10,N-521,114.1,127.1,1479,163,1316,83,1179,9,45,0,22,136,3,2,0,,,,,,2022,12979.26226690645
2055,22,N-330,617,617.2,8084,948,7136,198,6411,105,422,0,44,757,35,0,112,,,,,,2022,192.16668146498333
2056,29,AP-7S,156.44,171.3,14044,1223,12821,76,11619,54,1072,0,483,651,21,2,66,,,,49.9928795215038,50.0071204784962,2022,14704.537078013938
2057,22,A-22,62.2,73,9320,1342,7978,242,7328,50,358,0,375,886,42,6,33,114.7,118.8,90.4,50.0643776824034,49.9356223175966,2022,10695.084173889443
2058,2,N-322,275.4,276.6,1903,234,1669,104,1246,22,293,4,85,121,10,2,16,,,,,,2022,1180.6566320126356
2059,22,N-330,538.6,539.4,347,46,301,18,266,2,12,3,18,25,0,0,3,82.7,83.4,77.5,,,2022,772.7020318551921
2060,13,N-420,176.4,178.2,622,36,586,19,517,3,44,3,10,22,0,0,4,,,,,,2022,1761.649908292587
2061,24,N-625,102.4,105.3,474,16,458,10,359,7,82,0,12,0,0,0,4,,,,,,2022,2866.9006503591763
2062,5,N-110,262.1,262.6,8279,455,7824,188,6881,62,690,3,239,158,15,2,41,74.7,75,70.4,,,2022,486.0006276010147
