object_id,province_code,road,pk_start_km,pk_end_km,aadt_total,aadt_heavy,aadt_light,aadt_motorcycles,aadt_cars,aadt_cars_caravan,aadt_vans,aadt_tractors,aadt_rigid_trucks,aadt_articulated_trucks,aadt_road_trains,aadt_special_vehicles,aadt_buses,speed_avg_kph,speed_light_kph,speed_heavy_kph,aadt_pct_ascending,aadt_pct_descending,year,shape_length_m
3823,37,A-62,355,355.346,5353,2563,2790,0,2182,41,567,0,179,2237,127,20,0,104.9,117.8,92.3,50.6818606388941,49.3181393611059,2022,0
3824,33,A-8,293.9,300,13226,1950,11276,61,9506,59,1650,0,500,1337,43,6,64,111.6,117,91.7,44.3747164675639,55.6252835324361,2022,6227.7962810142535
3825,37,N-630A,397.976,398.5,168,12,156,3,131,1,21,0,4,4,0,0,4,,,,,,2022,522.2076506171221
3826,46,A-35,40.009,42.5,28730,9603,19127,576,16497,72,1982,0,1636,7398,400,14,155,110,118.8,92,50.4838148277062,49.5161851722938,2022,2469.2486443824937
3827,36,N-640,195,195.5,4089,298,3791,22,3431,0,338,0,158,98,5,0,37,,,,,,2022,451.0581240358052
3828,34,N-611,22.6,24.2,680,53,627,29,590,7,1,0,35,8,1,0,9,99.8,101.4,84.4,,,2022,1585.808445595598
3829,45,A-40,89.24,93.9,10620,1660,8960,62,8399,19,480,0,475,1102,36,5,42,110.6,113.6,94.7,48.361581920904,51.638418079096,2022,4879.3646900339345
3830,32,N-525,198.6,199.6,7524,246,7278,33,6798,28,415,4,153,65,1,0,27,,,,,,2022,932.9225255399027
3831,39,A-67,177.6,179.8,33277,3823,29454,463,25824,184,2983,0,1285,2296,95,23,124,97.8,99,87.2,50.115695525438,49.884304474562,2022,2235.5178188266486
3832,30,A-7,623.2,628.2,32194,9901,22293,325,20578,176,1214,0,3719,5856,98,36,192,133,137,125.5,46.9932285519041,53.0067714480959,2022,5186.865485694957
3833,28,N-3,32.8,34.9,4061,478,3583,23,3425,3,132,0,103,342,11,1,21,,,,,,2022,0
3834,36,N-550,97.9,100.3,4670,483,4187,254,3773,0,160,0,213,202,21,0,47,86.5,87.2,80.1,,,2022,3321.5299963943257
3835,50,N-2,208,212,929,38,891,10,823,2,52,4,29,1,0,0,8,,,,,,2022,3733.0264613687714
3836,45,TO-23,0,7.055,60172,4019,56153,999,51429,19,3706,0,1675,1362,68,8,906,64.5,62.3,85.7,51.2746792528086,48.7253207471914,2022,7183.786904991986
3837,39,N-634,148.94,151.1,3330,93,3237,82,2901,14,240,0,65,5,0,0,23,,,,,,2022,2925.6100133318237
3838,40,N-110,139,140.5,2377,254,2123,29,1965,3,126,0,49,171,7,0,27,89.5,90.7,81.8,,,2022,1508.390134317288
3839,44,N-420,775.8,781.4,1782,204,1578,78,1424,2,65,9,30,166,3,0,5,88.4,90.7,76.5,,,2022,5207.393783239587
3840,46,N-330,152.3,153.3,1400,93,1307,57,1122,27,99,2,49,32,4,1,7,,,,,,2022,999.6370163902528
3841,39,N-634,154.1,157.5,3330,93,3237,82,2901,14,240,0,65,5,0,0,23,,,,,,2022,3356.475267431602
3842,36,N-550A,98.4,98.7,5533,480,5053,117,4630,0,306,0,231,184,23,1,41,,,,,,2022,269.581427882555
3843,33,N-632,9.3,13.615,1313,227,1086,50,897,0,139,0,120,20,0,0,87,,,,,,2022,4309.930823677721
3844,45,A-40,201.6,210.3,5873,1617,4256,42,3682,19,513,0,214,1336,49,7,11,113.3,121.7,90.3,50.0936489017538,49.9063510982462,2022,8912.834921954063
3845,37,A-62,292.8,308.5,7198,2504,4694,76,3923,57,638,0,272,2022,137,9,64,113,123.9,92.3,50.7224228952487,49.2775771047513,2022,15777.875942913955
3846,34,N-120,175.3,178.5,458,53,405,17,343,3,39,3,22,24,2,0,5,91.2,92.5,82,,,2022,3243.5192435428667
3847,36,AP-53,46.5,49.9,11670,812,10858,30,10510,30,288,0,280,484,0,4,44,,,,50,50,2022,3392.1210482037986
3848,43,N-240,36.49,37.6,9157,726,8431,435,7458,26,512,0,143,541,18,4,20,,,,,,2022,1118.853854427736
3849,37,N-630A,390.9,393.032,4323,326,3997,232,3045,0,720,0,237,40,0,0,49,,,,,,2022,2368.0702284895788
3850,32,N-536,47.7,48.7,3546,140,3406,55,3132,58,161,0,59,52,0,0,29,,,,,,2022,934.4824722194553
3851,33,N-634,418.4,418.6,2205,146,2059,29,1699,10,317,4,86,31,5,0,24,,,,,,2022,209.95597552545976
3852,34,A-62,53.1,54.8,14496,5632,8864,98,7886,123,757,0,729,4452,336,25,90,103.3,114.4,89.6,50.1448675496689,49.8551324503311,2022,1709.924755737619
3853,50,N-330,531.6,532,347,46,301,18,266,2,12,3,18,25,0,0,3,82.7,83.4,77.5,,,2022,432.0222809625334
3854,49,N-630,238.2,241.1,297,39,258,6,223,3,26,0,13,8,3,0,15,,,,,,2022,2913.776730940768
3855,45,A-4,93.2,97.6,26521,5448,21073,194,18233,123,2523,0,878,4058,244,26,242,117.1,123.2,94.8,51.4007767429584,48.5992232570416,2022,4388.762136979955
3856,28,M-50,66.163,69,68817,6420,62397,692,56535,44,5126,0,2962,2950,150,55,303,,,,49.999273435343,50.000726564657,2022,2840.6946609725037
3857,46,V-31R,0,2,26210,2755,23455,429,22035,33,958,0,930,1595,100,0,130,51.5,52.8,40.8,54.2083174360931,45.7916825639069,2022,2437.4893859547215
3858,44,N-232,151,165.1,3838,447,3391,47,3156,20,158,10,132,272,13,7,23,85,86.6,73.2,,,2022,14065.639410826092
3859,47,N-601,256.3,259.3,3662,409,3253,40,2924,11,278,0,140,220,19,7,23,,,,,,2022,3072.991732601363
3860,32,N-525,199.6,204,7524,246,7278,33,6798,28,415,4,153,65,1,0,27,,,,,,2022,4396.009884247695
3861,50,N-234,255.8,256.41,3589,422,3167,50,2930,7,172,8,106,269,9,1,37,82.1,83.2,74.4,,,2022,915.1307702383681
3862,39,N-634,175.4,177.5,10562,367,10195,125,9023,78,962,7,226,54,2,0,85,52.1,52.2,49,,,2022,2118.707604913943
3863,43,N-420A,878.52,880.05,1223,128,1095,40,983,0,72,0,60,57,1,1,9,,,,,,2022,1603.9833968445798
3864,43,N-240,10,11.4,11168,962,10206,521,9314,1,370,0,492,343,8,3,116,64.5,64.9,59.1,,,2022,1449.689370757983
3865,33,N-630,38.7,40.6,5735,719,5016,66,4495,39,416,0,126,564,17,0,12,,,,,,2022,1869.1084656939208
3866,33,N-630,36.6,38.7,5735,719,5016,66,4495,39,416,0,126,564,17,0,12,,,,,,2022,2065.8598077575
3867,42,N-234,328,331.8,2092,531,1561,37,1399,7,115,3,169,335,11,3,13,,,,,,2022,3793.4493587221004
3868,39,N-611,139.62,140.2,544,32,512,18,406,4,84,0,21,3,1,0,7,75,75.4,69.6,,,2022,608.8990359782179
3869,37,A-62,331.5,339,6893,2787,4106,102,3293,73,638,0,294,2259,146,28,60,108.9,121.3,91.4,49.7316117800667,50.2683882199333,2022,7537.268418585762
3870,36,N-559,0,1.3,807,81,726,32,647,16,31,0,25,48,2,0,6,,,,,,2022,1366.524266467265
3871,45,N-400,63.843,69,293,42,251,9,214,5,22,1,14,27,1,0,0,81.8,82.4,77.4,,,2022,5648.614009634631
3872,46,A-7,412.3,415.1,27817,4201,23616,382,21029,75,2130,0,1863,2156,104,5,73,103.3,106,87.7,49.4158248553043,50.5841751446957,2022,2819.7728635184812
3873,39,N-623,143,144.9,8251,336,7915,273,6838,42,762,0,178,96,2,0,60,55.9,56.1,52,,,2022,1869.8745825962385
3874,49,N-525,32.3,36.4,2297,181,2116,6,1685,29,392,4,99,54,2,1,25,68.7,69.1,64.2,,,2022,4018.497388855298
3875,34,A-62,57.8,66.4,15191,5563,9628,95,8318,147,1068,0,630,4576,249,3,105,103.8,114.2,90.9,51.0631294845632,48.9368705154368,2022,8650.095266198003
3876,43,N-340,1159.8,1160.5,15574,755,14819,1201,12824,1,791,2,348,293,9,2,103,,,,,,2022,705.1653372816746
3877,40,N-110,150.4,150.6,2135,258,1877,0,1875,0,2,0,256,2,0,0,0,92,93.8,81.3,,,2022,199.09700550374953
3878,33,N-634,411.7,418.4,6517,384,6133,32,5440,3,658,0,155,134,2,1,92,62.8,63.1,58,,,2022,6426.641077285608
3879,50,N-330,482.71,483.9,4904,290,4614,102,4310,11,191,0,186,78,5,0,21,83.6,84.2,73.1,49.5921696574225,50.4078303425775,2022,1231.928160284614
3880,28,M-40,18.1,20.8,145001,6801,138200,1465,129065,129,7541,0,3403,2855,160,1,382,,,,30.9439245246584,69.0560754753415,2022,2864.4741888966178
3881,36,AP-53,33.4,41.7,4989,335,4654,14,4505,12,123,0,116,201,0,0,18,,,,49.9899779514933,50.0100220485067,2022,8310.40328753316
3882,32,A-75,0,10,4143,904,3239,87,2886,38,228,0,178,629,30,12,55,118.5,125.8,95.6,49.4327781800628,50.5672218199372,2022,9985.956501708595
3883,39,N-623,146.3,146.8,10865,517,10348,363,8818,62,1105,0,280,187,3,0,47,57.7,57.8,53.7,,,2022,498.5864749810022
3884,46,V-30,9.7,10.5,152238,12111,140127,2271,131534,103,6219,0,4001,6979,302,55,774,73.3,74.2,65.2,42.8821976116344,57.1178023883656,2022,792.4389082116163
3885,42,N-111,152.3,153.3,915,88,827,66,721,0,40,0,72,16,0,0,0,,,,,,2022,992.9016199801661
3886,33,A-8,384.349,390.9,45296,3948,41348,92,37825,72,3359,0,1553,1935,75,14,371,104.3,106,89.4,50.9448957965383,49.0551042034617,2022,6273.15344942946
3887,46,V-21,14.1,18.8,71532,1572,69960,1042,64562,26,4330,0,907,492,16,4,153,102.6,102.9,89.3,49.8965497958955,50.1034502041045,2022,4846.249797655914
3888,42,N-111,253.5,260.3,1754,327,1427,131,1187,8,101,0,111,179,22,2,13,93.9,95.9,86.2,,,2022,6765.593975374204
3889,34,N-611,57.3,57.7,1051,153,898,0,886,8,4,0,88,53,3,0,9,74.3,75.8,66.5,,,2022,397.2299627148532
3890,46,N-420A,527,529.2,80,12,68,4,60,0,3,1,3,8,0,0,1,,,,,,2022,2142.3054411184985
3891,28,R-2,6.1,8.6,5265,362,4903,22,4389,20,472,0,150,186,6,2,18,,,,49.9905033238367,50.0094966761633,2022,2499.9171616617073
3892,28,N-1A,72,74.1,3314,119,3195,0,3192,0,3,0,118,1,0,0,0,,,,,,2022,2065.4591882646946
3893,45,A-5,73.6,75.4,36773,5156,31617,287,29181,96,2053,0,1377,3278,174,7,320,114.2,116.9,98.4,48.8864112256275,51.1135887743725,2022,1796.5977077127432
3894,45,N-502,119.9,127.3,4830,344,4486,54,4191,2,232,7,195,108,12,0,29,89.4,90.1,80.4,,,2022,7212.992827913855
3895,44,N-211,178.3,180.1,1910,204,1706,33,1540,4,128,1,82,93,6,2,21,66.6,67.4,60.3,,,2022,1817.4547665238595
3896,33,N-634,360.3,361.3,8186,486,7700,33,6338,50,1279,0,321,109,8,0,48,,,,,,2022,797.8309003785631
3897,42,N-122,211.6,213.5,1970,127,1843,24,1646,7,160,6,68,45,0,0,14,74.8,75.3,67.4,,,2022,1953.5963340029398
3898,39,A-67,196.5,198.7,79233,4334,74899,1020,67699,172,6008,0,1194,2433,192,24,491,104.2,104.7,97.8,51.7006802721088,48.2993197278912,2022,2340.201000419598
3899,28,N-403A,79,79.5,2647,165,2482,40,2195,22,225,0,65,71,5,1,23,,,,,,2022,677.142946542741
3900,49,N-122,500.1,506.6,3523,1100,2423,93,1939,33,358,0,477,443,28,15,137,,,,,,2022,6491.8208734024965
3901,36,N-640,187,193.6,4089,298,3791,22,3431,0,338,0,158,98,5,0,37,,,,,,2022,6050.487720022192
3902,46,N-340,936.154,940.77,5606,340,5266,148,4773,14,330,1,70,263,2,0,5,63.1,63.6,56.4,,,2022,4591.016653484883
3903,46,N-332,216.4,217.575,22809,2741,20068,654,17747,53,1614,0,1354,1245,77,0,65,,,,,,2022,1162.4651287292559
3904,32,A-52,155.4,160.3,10411,2644,7767,47,7236,51,433,0,436,1974,176,0,58,114,122.3,93.2,47.507444049563,52.492555950437,2022,4886.318421544396
3905,47,N-610,45.3,53.1,1803,855,948,29,805,14,100,0,147,625,62,0,21,,,,,,2022,7778.647114463166
3906,36,N-550,134.7,138.9,14500,1310,13190,168,12433,0,589,0,611,554,36,0,109,,,,,,2022,4049.0212043157544
3907,28,M-50,2.5,4.03,36070,3864,32206,310,29225,22,2649,0,1797,1791,92,34,150,,,,50,50,2022,1532.4296198393274
3908,36,N-640,144.35,148.6,2126,258,1868,22,1727,0,119,0,109,115,10,1,23,,,,,,2022,4282.8748073244515
3909,34,A-65,3.8,7.8,8918,1256,7662,128,6833,67,634,0,1067,20,72,2,95,109.2,112.4,88.7,48.0376766091052,51.9623233908948,2022,4051.141914912168
3910,30,A-7,559,563.516,52501,8101,44400,485,41002,49,2864,0,2796,5142,29,24,110,,,,48.2695567703472,51.7304432296528,2022,4546.241833590792
3911,39,N-611,200.7,201.7,11506,437,11069,723,9382,25,939,0,198,105,3,0,131,52.5,52.5,51.5,,,2022,1040.702533689585
3912,32,N-525,267.1,269.2,1946,177,1769,34,1649,3,79,4,89,53,5,4,26,,,,,,2022,2130.155502538051
3913,33,N-632,118.2,123.8,3362,139,3223,24,2661,39,498,1,51,76,6,0,6,69.8,70,66.5,,,2022,5522.333627368788
3914,49,N-122,484.5,488.9,3454,1079,2375,98,1797,20,460,0,468,436,28,13,134,,,,,,2022,4375.945617647817
3915,45,N-5A,110,111.77,17512,699,16813,153,15661,11,986,2,397,145,30,0,127,65.7,65.7,64.2,,,2022,1727.8969678338162
3916,37,A-50,99,100.14,15365,1668,13697,275,12290,50,1082,0,518,975,65,6,104,112.3,115,92.2,50.0488122356004,49.9511877643996,2022,1678.1462966110826
3917,28,M-40,10.7,12.4,170000,12000,158000,2701,147280,32,7987,0,6196,4839,236,3,726,,,,66.6823529411765,33.3176470588235,2022,1834.994185205376
3918,34,A-62,89.9,92.015,32499,6826,25673,144,23290,337,1902,0,862,5474,317,5,168,108.3,114.1,90.8,52.4508446413736,47.5491553586264,2022,2127.351916069083
3919,46,N-332,241.4,243.8,10160,972,9188,238,8134,18,798,0,488,441,21,0,22,,,,,,2022,2418.815593152145
3920,33,N-634,489.4,495.1,754,35,719,37,583,9,90,0,18,2,0,0,15,,,,,,2022,4989.805952722893
3921,28,AP-6,51.7,54.8,35636,4689,30947,122,28285,104,2436,0,852,3195,150,22,470,,,,50,50,2022,2978.0535488837877
3922,44,N-234,117.1,118.7,3309,213,3096,20,2803,21,252,0,63,128,4,1,17,81.5,82.3,73.7,,,2022,1616.6375018633832
3923,43,N-240,1,2.3,24071,818,23253,1166,20897,0,1190,0,382,46,13,7,370,80.4,80.7,72.1,41.7016326700179,58.2983673299821,2022,1345.779076507416
3924,41,N-630,816.2,817.3,29396,754,28642,1974,25094,34,1540,0,518,32,7,2,195,68.4,68.5,63.4,43.6794121649204,56.3205878350796,2022,1069.484576442293
3925,47,A-6,149,155.9,22505,3881,18624,45,17690,52,837,0,724,2817,117,15,208,109.9,115,90.2,50.3532548322595,49.6467451677405,2022,7069.1156478899065
3926,33,N-634,433.6,439.2,2205,146,2059,29,1699,10,317,4,86,31,5,0,24,,,,,,2022,5636.467701401686
3927,29,A-45,92.5,98,15037,1994,13043,131,12199,36,677,0,604,1199,63,1,127,118.4,121.5,99.8,50.4488927312629,49.5511072687371,2022,5504.373199380409
3928,47,N-620,158.4,163.3,1324,104,1220,77,945,24,171,3,29,60,10,0,5,,,,,,2022,4970.408610011159
3929,37,N-630A,415,416.4,929,16,913,20,761,8,124,0,6,4,0,0,6,69.3,69.4,63.5,,,2022,1389.582746198771
3930,37,N-630,321.9,326.5,2530,99,2431,38,2015,14,362,2,48,30,2,0,19,91.9,92.3,83.4,,,2022,4892.135743888161
3931,34,A-65,1.8,3.8,13607,1608,11999,245,10727,147,880,0,463,1014,72,1,58,109.1,112.3,89.6,47.6225472183435,52.3774527816565,2022,1945.0148242025884
3932,33,A-8,495.3,501.2,12012,1940,10072,157,9342,9,564,0,820,992,36,3,89,106.9,109.7,93.3,48.7845487845488,51.2154512154512,2022,5957.9104936662625
3933,49,N-630,268.5,272.1,1365,126,1239,4,984,9,242,0,58,21,2,0,45,,,,,,2022,3624.310184004274
3934,41,N-4,595.1,600.2,2028,417,1611,42,1257,29,283,0,90,306,12,3,6,,,,,,2022,4993.580970281374
3935,47,VA-30,7.6,12.2,17655,2389,15266,279,13975,6,1006,0,786,1506,64,2,31,107.7,110,91.3,48.9436420277542,51.0563579722458,2022,4627.335731011317
3936,33,N-632A,127.4,129.2,149,7,142,9,123,1,9,0,4,2,0,0,1,,,,,,2022,1801.7091416894973
3937,30,A-30,115,120.6,38177,4092,34085,392,32249,144,1300,0,1282,2603,74,8,125,112.3,116,91.8,58.4802367917856,41.5197632082144,2022,5656.175920264797
3938,40,A-1,123.3,130,19502,3500,16002,32,15435,10,525,0,296,2821,89,16,278,,,,57.1531125012819,42.8468874987181,2022,6720.757907610823
3939,39,N-634,245,247.1,8490,270,8220,167,7130,52,869,2,168,59,4,0,39,68.6,68.8,63,,,2022,2009.6457745785362
3940,37,N-630,346,346.8,1989,93,1896,29,1588,6,272,1,51,32,1,0,9,,,,,,2022,759.0244921810433
3941,43,A-7,1122.16,1129.3,5103,246,4857,1,4854,0,2,0,244,2,0,0,0,114.9,115.9,97.4,47.2271213011954,52.7728786988046,2022,8267.566381452756
3942,49,N-122,498,500.1,3523,1100,2423,93,1939,33,358,0,477,443,28,15,137,,,,,,2022,2097.368638497607
3943,46,A-38,23.485,24,16712,1073,15639,384,14028,39,1188,0,464,556,14,2,37,,,,49.4853997127812,50.5146002872188,2022,511.47553998115603
3944,28,R-3,20.2,29.49,7761,602,7159,30,6410,30,689,0,248,312,8,2,32,,,,49.993557531246,50.006442468754,2022,9668.500044951574
3945,28,M-50,44.5,47.8,82190,30720,51470,738,46482,34,4216,0,13960,14449,720,77,1514,,,,50,50,2022,3333.9684791113677
3946,36,N-550A,96.6,98.2,5533,480,5053,117,4630,0,306,0,231,184,23,1,41,,,,,,2022,1809.5558509342347
3947,34,N-611,24.2,28.9,680,53,627,29,590,7,1,0,35,8,1,0,9,99.8,101.4,84.4,,,2022,4650.246948559447
3948,30,CT-32,3.1,3.9,32246,1355,30891,515,29103,31,1242,0,647,601,9,4,94,108,108.2,95.4,51.4451404825405,48.5548595174595,2022,848.3550202830315
3949,36,N-120,627.5,630.8,586,35,551,58,474,1,18,0,10,21,0,0,4,,,,,,2022,3327.6943614336947
3950,46,A-7,353.6,355.6,57831,13866,43965,2,43920,2,41,0,13755,105,4,0,2,103.8,108.8,87.9,50.7392229081289,49.2607770918711,2022,1831.7539439307143
3951,50,A-2,308.165,310.1,40648,7169,33479,634,31434,76,1335,0,2061,4508,254,13,333,107.6,111,91,49.7466049990159,50.2533950009841,2022,1869.9093242401525
3952,29,MA-20,3,5.1,84252,2457,81795,1399,74919,226,5251,0,1053,1021,46,4,333,92.9,93.1,86.2,56.1778948867683,43.8221051132317,2022,1980.2051225975931
3953,47,A-60,0,3.6,11495,1095,10400,146,9382,37,835,0,462,535,24,8,66,115,117.4,91.1,50.4567203131796,49.5432796868204,2022,3398.216707929973
3954,44,A-23,150.5,159.8,11942,3531,8411,259,7746,104,302,0,577,2776,117,18,43,115.9,126,92.9,51.0969686819628,48.9030313180372,2022,9306.986163982261
3955,39,N-611,196.3,196.7,8474,307,8167,158,7066,53,888,2,146,70,2,0,89,59.4,59.5,56.5,,,2022,399.39335547992374
3956,50,N-125,8.2,8.8,9288,685,8603,208,7871,5,519,0,283,277,12,0,113,72.7,72.7,72.7,,,2022,600.2895598454788
3957,49,N-631,10.6,15.1,2670,294,2376,41,1945,12,378,0,129,136,6,2,21,,,,,,2022,4451.617087894352
3958,49,A-66,255.1,261.2,9445,1487,7958,36,7233,58,631,0,350,1024,42,8,63,119.3,123.6,96.5,50.7358390682901,49.2641609317099,2022,6146.572880983002
3959,45,N-301,78.058,79.8,3629,1115,2514,0,2192,11,290,21,148,905,38,2,22,,,,,,2022,1788.7427631865237
3960,39,A-67,192.4,194.3,55521,3139,52382,765,47267,186,4164,0,758,1887,130,9,355,102.2,102,90.7,49.1543740206408,50.8456259793592,2022,1905.0011651988868
3961,32,N-120,575.248,580.6,4593,461,4132,186,3760,2,177,7,336,50,14,0,61,,,,,,2022,5304.407211784179
3962,50,N-122,69.5,75.2,5061,1363,3698,52,3417,8,212,9,193,1033,73,6,58,78.6,79.8,74.9,,,2022,5622.658478903806
3963,46,V-31,6.4,9.4,126138,8585,117553,2151,115159,118,125,0,3742,4119,172,0,552,94.2,94.9,85.5,49.9024877515103,50.0975122484898,2022,3015.7459086388703
3964,45,A-42,48.9,50.8,43104,3777,39327,1081,34270,61,3915,0,1308,1869,108,36,456,112.4,114.2,95,50.6867112100965,49.3132887899035,2022,1923.9399314998332
3965,40,N-110,208.4,211.9,2608,328,2280,55,2022,8,194,1,102,196,2,1,27,,,,,,2022,3527.5152502936753
3966,50,N-232A,217.4,219,9554,1164,8390,81,7930,23,356,0,307,765,26,3,63,87.2,87.9,83.4,,,2022,1542.498325529592
3967,32,N-536,48.7,51.96,3546,140,3406,55,3132,58,161,0,59,52,0,0,29,,,,,,2022,2778.5879312568245
3968,28,AP-6,41.6,47.2,35364,4624,30740,120,28098,102,2420,0,842,3150,146,22,464,,,,50,50,2022,5618.040043367831
3969,30,A-7,563.516,566.7,49614,18677,30937,270,29217,25,1425,0,9976,7888,86,40,687,119.7,117.2,120.1,49.6230902567824,50.3769097432176,2022,3173.126858862531
3970,33,A-66,24,25,32839,3380,29459,333,26506,100,2520,0,1375,1723,60,0,222,100.2,101.4,90.3,55.8999969548403,44.1000030451597,2022,994.8952206898667
3971,34,A-67,0.8,1.7,19598,1856,17742,266,16114,65,1297,0,637,993,115,4,107,107.3,109,90.1,54.9749974487193,45.0250025512807,2022,920.4727299505616
3972,39,N-623,142.2,143,8251,336,7915,273,6838,42,762,0,178,96,2,0,60,55.9,56.1,52,,,2022,792.7013520175844
3973,45,A-42,40.6,47.2,43104,3777,39327,1081,34270,61,3915,0,1308,1869,108,36,456,112.4,114.2,95,50.6867112100965,49.3132887899035,2022,6700.020419290441
3974,39,N-611,156.2,160,544,32,512,18,406,4,84,0,21,3,1,0,7,75,75.4,69.6,,,2022,3833.4406621751473
3975,34,N-611,42.2,51.9,489,88,401,41,313,8,39,0,59,11,2,0,16,97.8,102.1,83.7,,,2022,9953.674906553346
3976,45,A-40,186.2,189.9,6391,1691,4700,43,4006,22,629,0,296,1333,48,5,9,113.4,122.9,93.1,50.9622907213269,49.0377092786731,2022,3665.659984505588
3977,46,N-322,454.4,455.95,2023,517,1506,34,1260,7,205,0,119,363,23,2,10,,,,,,2022,1539.7739093752662
3978,43,T-11,9.8,12.2,37395,2010,35385,1649,32244,4,1488,0,971,787,58,2,192,99.3,99.8,88,54.2743031951054,45.7256968048946,2022,2256.0348719177055
3979,37,N-620,244.7,245.4,609,47,562,5,464,2,91,0,22,20,0,0,5,,,,,,2022,676.9862885456054
3980,40,N-601,128.3,132.7,2538,1052,1486,32,1320,7,127,0,125,805,72,1,49,94.2,103.9,84.4,,,2022,4374.585197383132
3981,49,N-122,470.1,478.1,5396,930,4466,512,3707,28,217,2,407,391,24,4,104,85,85.6,82,,,2022,7956.190917689672
3982,30,N-344,69.1,70.5,5904,808,5096,74,4726,57,234,5,286,466,28,0,28,,,,,,2022,1466.9140171715487
3983,32,A-52,192.5,201.5,15465,2189,13276,203,12502,0,571,0,535,1463,149,0,42,116.4,120.9,94.1,49.2272874232137,50.7727125767863,2022,9012.446764394543
3984,44,N-420,611.9,617.5,2216,418,1798,78,1585,14,120,1,103,298,7,0,10,96.2,98.4,85.6,,,2022,5562.510550317058
3985,36,N-550,90.8,91,7825,719,7106,67,6731,0,308,0,489,124,4,4,98,,,,,,2022,198.66655137959964
3986,43,A-7,1151.6,1152.6,27598,1679,25919,1063,23461,17,1378,0,486,1036,73,4,80,104.1,104.9,89.6,55.9859410102181,44.0140589897819,2022,1211.6733283747717
3987,28,M-50,13.8,15.8,37001,4900,32101,3,30524,7,1567,0,2707,2006,127,13,47,,,,49.9986486851707,50.0013513148293,2022,1987.3827487869878
3988,30,N-343,9.02,9.29,17679,4762,12917,676,11650,0,591,0,1031,3641,13,64,13,,,,53.1251767633916,46.8748232366084,2022,384.3772331088551
3989,49,N-122,506.6,508.8,3523,1100,2423,93,1939,33,358,0,477,443,28,15,137,,,,,,2022,2197.2543451279594
3990,44,N-211,107.8,108.45,2140,441,1699,71,1445,1,180,2,99,318,12,2,10,82.6,84.9,76.7,,,2022,661.9405143537022
3991,47,N-601,231.6,232.1,5367,659,4708,57,4233,15,403,0,228,354,30,11,36,93.6,94.8,83.8,,,2022,513.1401466323464
3992,49,A-66,250.5,255.1,6722,1191,5531,0,5527,0,4,0,1183,8,0,0,0,115.2,121,88.6,49.7917286521868,50.2082713478132,2022,4629.9339180503375
3993,33,N-632,123.8,124,3362,139,3223,24,2661,39,498,1,51,76,6,0,6,69.8,70,66.5,,,2022,197.2107600006793
3994,29,MA-24,0,0.9,10682,335,10347,176,9447,31,693,0,165,122,4,0,44,,,,42.0520501778693,57.9479498221307,2022,1242.3880971433716
3995,40,N-1A,101.2,102.6,2399,200,2199,88,1870,19,222,0,58,126,4,1,11,,,,,,2022,1164.0805397184238
3996,33,N-632,95.61,99,19566,636,18930,213,16634,47,2034,2,451,128,3,3,51,87.5,87.6,82.3,,,2022,3342.9603464920783
3997,46,N-332,246.7,250.8,14958,1429,13529,441,11965,36,1087,0,703,647,40,0,39,,,,,,2022,4258.47737635186
3998,45,N-403,6.76,8.1,631,68,563,21,494,5,42,1,38,26,0,2,2,,,,,,2022,1410.2960254016664
3999,50,N-330,444,445.2,255,118,137,12,109,1,14,1,12,101,3,0,2,,,,,,2022,1223.9571607262892
4000,50,A-2,299.314,308.165,36972,6617,30355,575,28469,71,1240,0,1898,4134,274,26,285,111.9,116.6,89.2,49.3129936167911,50.6870063832089,2022,8652.444056463377
4001,47,A-6,180.7,183,14480,3379,11101,110,10234,26,731,0,629,2403,166,22,159,112.9,120.5,93.5,52.1477900552486,47.8522099447514,2022,2900.853331504078
4002,34,N-611,81.7,89.4,953,101,852,18,719,7,108,0,42,48,3,0,8,85.7,86.3,79.9,,,2022,6997.672171441073
4003,33,N-632,115.8,117.3,3362,139,3223,24,2661,39,498,1,51,76,6,0,6,69.8,70,66.5,,,2022,1479.1467683035596
4004,49,ZA-12,1.985,3,6191,1152,5039,34,4311,16,678,0,421,576,65,4,86,,,,46.0668712647391,53.9331287352609,2022,1132.9772192082496
4005,45,N-502,103.3,105.4,6157,721,5436,160,4694,50,530,2,433,213,13,4,58,,,,,,2022,2068.8892443465197
4006,30,A-7,597.9,601.4,42308,8853,33455,435,30757,217,2046,0,2855,5435,170,22,371,114.4,118.9,96.9,54.2261510825376,45.7738489174624,2022,3586.6030632644374
4007,33,N-634,410.5,411.7,6517,384,6133,32,5440,3,658,0,155,134,2,1,92,62.8,63.1,58,,,2022,1151.0528670918122
4008,49,N-122,493.7,494.2,3454,1079,2375,98,1797,20,460,0,468,436,28,13,134,,,,,,2022,497.222499584942
4009,46,N-332,244.2,246.7,10160,972,9188,238,8134,18,798,0,488,441,21,0,22,,,,,,2022,2519.571626057624
4010,45,N-401,104.5,104.7,5067,622,4445,71,3848,11,514,1,349,243,15,2,13,,,,,,2022,198.2372637852263
4011,32,N-541,33.4,35.6,4614,289,4325,98,4027,10,190,0,113,118,17,8,33,72.2,71.9,78.9,,,2022,2174.86224192244
4012,44,N-232,135.7,138.3,5396,571,4825,119,4508,7,183,8,165,356,16,2,32,74.6,75,71.9,,,2022,2593.6664141656474
