lat,lon,name,is_city,is_feasible_location,is_existing_charger,n_chargers,mean_power_kw,x_built,c_built,p_built_kw,wq_minutes,lambda_k,gamma,fixed_cost
37.5992,-1.31493,Mazarrón,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.329,-5.41681,Marchena,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.99915,-3.36991,Manzanares,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.37645,-5.25026,Manilva,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.78627,-3.61226,Mancha Real,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.37301,-5.74951,Mairena del Alcor,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.46823,-3.53196,Madridejos,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.56329,-1.80974,Puerto Lumbreras,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.65896,-5.52751,Lora del Río,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.16887,-4.15129,Loja,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.09519,-3.63602,Linares,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.25482,-7.20433,Lepe,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.92077,-6.07529,Lebrija,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.20735,-2.15723,La Roda,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.38605,-6.55231,La Palma del Condado,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.27559,-3.61535,La Carolina,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.67359,-4.93122,La Carlota,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.47917,-1.325,Jumilla,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.32063,-6.7726,Jerez de los Caballeros,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.68645,-6.13606,Jerez de la Frontera,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.99042,-0.51852,Xàtiva,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.62533,-0.57225,Ibi,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.5106,-1.70096,Hellín,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.29932,-3.13922,Guadix,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.53089,-5.92513,El Casar,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.98406,-6.53603,Coria,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.89155,-4.77275,Córdoba,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.65947,-4.75639,Coín,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.23998,-1.41987,Cieza,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.46667,-0.71667,Chiva,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.09242,-1.7985,Cehegín,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.2266,-0.52142,Carlet,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.61032,-5.82472,Cantillana,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.40463,-3.12492,Campo de Criptana,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.47649,-6.37224,Cáceres,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.9069,-3.66345,Bolaños de Calatrava,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.84693,-2.94966,Berja,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.49073,-2.77259,Baza,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.6167,-4.32245,Baena,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.87789,-6.97061,Badajoz,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.59989,-0.80682,Atamaría,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.01938,-4.56123,Antequera,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.03922,-4.05077,Andújar,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.68316,-6.40747,Almendralejo,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.86917,-1.09713,Almansa,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
