lat,lon,name,aadt_assigned,impute_tier,edge_dist_m,highway_class,through_gap_km,stop_rate,usage_count,lambda_k
42.876861,-2.616361,REPSOL,10403.832732162296,3,74.89407379876741,motorway_link,0.1306,0.05799760200328882,102,3.9220827757067966
43.041944,-2.188333,AVIA,1332.761630278148,3,38.83560984745684,secondary_link,0.2708,0.058125365598767395,0,0.5035371706035231
42.755583,-3.04575,AVIA,1944.3161586775063,3,153.7935579799486,secondary_link,12.614,0.07112443722119094,0,0.8988745516790354
43.013833,-2.5345,PETRONOR,3107.0239949317634,3,160.96097226116936,primary,9.7982,0.06783398459247109,0,1.3699518157041548
42.704639,-2.917639,EROSKI,41166.00000000001,2,90.08830123185085,motorway,1.924,0.05966320511181036,0,15.964620760613109
43.276889,-2.022194,EROSKI,3400.2222264358443,3,203.3790967706667,trunk,0.4286,0.058269659118418554,0,1.2878436353983644
43.035056,-2.2175,CARREFOUR,10403.832732162296,3,95.66086958582021,motorway,6.6348,0.06437609469321576,0,4.353427787397375
43.314639,-1.876417,CARREFOUR,3277.799883852915,3,233.22780283034058,primary,0.032,0.057907993532916924,0,1.233770294096278
42.941417,-2.639528,CEPSA,10403.832732162296,3,61.33932462581719,motorway_link,34.3426,0.10454709148846375,0,7.069987941120296
42.635194,-2.849833,REPSOL,8060.290545866776,2,760.3840246704741,trunk,23.4662,0.08589205204769759,0,4.500046818053501
43.296222,-1.871833,REPSOL,1406.0161505206777,3,729.0028089712415,secondary,4.6532,0.06233215236725953,0,0.5696600840130369
43.177167,-2.055528,REPSOL,10403.832732162296,3,65.2745307469922,motorway_link,0.0406,0.05791580123296994,0,3.9165510057503585
43.065889,-2.163667,REPSOL,10403.832732162296,3,919.5831367528284,motorway_link,0.3912,0.058235413160259916,0,3.9381647344500967
42.848944,-2.394583,GALP,1332.761630278148,3,855.7544772593207,secondary,13.0372,0.07163700683607067,0,0.6205878511240746
